composition,C,Si,Mn,P,S,Ni,Cr,Mo,Cu,Ti,Al,B,N,V,Co,Nb+Ta,Fe,temperature,ys_value,uts_value,elo_value,roa_value
TAL,0.4,0.87,0.84,0.014,0.017,21.8,24.0,0.08,0.056,0.01,0.002,0.0011,0.0429,,0.017,,51.85,550,,,,
TAL,0.4,0.87,0.84,0.014,0.017,21.8,24.0,0.08,0.056,0.01,0.002,0.0011,0.0429,,0.017,,51.85,600,166.0,406.0,22.0,20.0
TAL,0.4,0.87,0.84,0.014,0.017,21.8,24.0,0.08,0.056,0.01,0.002,0.0011,0.0429,,0.017,,51.85,650,,,,
TAL,0.4,0.87,0.84,0.014,0.017,21.8,24.0,0.08,0.056,0.01,0.002,0.0011,0.0429,,0.017,,51.85,700,186.0,369.0,16.0,27.0
TAL,0.4,0.87,0.84,0.014,0.017,21.8,24.0,0.08,0.056,0.01,0.002,0.0011,0.0429,,0.017,,51.85,750,215.0,329.0,11.0,20.0
TAL,0.4,0.87,0.84,0.014,0.017,21.8,24.0,0.08,0.056,0.01,0.002,0.0011,0.0429,,0.017,,51.85,800,168.0,253.0,20.0,28.0
TAL,0.4,0.87,0.84,0.014,0.017,21.8,24.0,0.08,0.056,0.01,0.002,0.0011,0.0429,,0.017,,51.85,900,101.0,154.0,16.0,29.0
TAL,0.4,0.87,0.84,0.014,0.017,21.8,24.0,0.08,0.056,0.01,0.002,0.0011,0.0429,,0.017,,51.85,1000,73.0,101.0,18.0,54.0
TAM,0.4,1.27,1.56,0.016,0.008,20.69,25.96,0.07,0.079,0.01,0.002,0.0004,0.048,,0.017,,49.8696,25,285.0,620.0,23.0,24.0
TAM,0.4,1.27,1.56,0.016,0.008,20.69,25.96,0.07,0.079,0.01,0.002,0.0004,0.048,,0.017,,49.8696,100,250.0,580.0,24.0,24.0
TAM,0.4,1.27,1.56,0.016,0.008,20.69,25.96,0.07,0.079,0.01,0.002,0.0004,0.048,,0.017,,49.8696,200,209.0,528.0,29.0,26.0
TAM,0.4,1.27,1.56,0.016,0.008,20.69,25.96,0.07,0.079,0.01,0.002,0.0004,0.048,,0.017,,49.8696,300,200.0,496.0,25.0,21.0
TAM,0.4,1.27,1.56,0.016,0.008,20.69,25.96,0.07,0.079,0.01,0.002,0.0004,0.048,,0.017,,49.8696,400,194.0,529.0,27.0,25.0
TAM,0.4,1.27,1.56,0.016,0.008,20.69,25.96,0.07,0.079,0.01,0.002,0.0004,0.048,,0.017,,49.8696,500,175.0,479.0,32.0,27.0
TAM,0.4,1.27,1.56,0.016,0.008,20.69,25.96,0.07,0.079,0.01,0.002,0.0004,0.048,,0.017,,49.8696,550,,,,
TAM,0.4,1.27,1.56,0.016,0.008,20.69,25.96,0.07,0.079,0.01,0.002,0.0004,0.048,,0.017,,49.8696,600,169.0,455.0,26.0,24.0
TAM,0.4,1.27,1.56,0.016,0.008,20.69,25.96,0.07,0.079,0.01,0.002,0.0004,0.048,,0.017,,49.8696,650,,,,
TAM,0.4,1.27,1.56,0.016,0.008,20.69,25.96,0.07,0.079,0.01,0.002,0.0004,0.048,,0.017,,49.8696,700,180.0,379.0,18.0,20.0
TAM,0.4,1.27,1.56,0.016,0.008,20.69,25.96,0.07,0.079,0.01,0.002,0.0004,0.048,,0.017,,49.8696,750,233.0,333.0,15.0,20.0
TAM,0.4,1.27,1.56,0.016,0.008,20.69,25.96,0.07,0.079,0.01,0.002,0.0004,0.048,,0.017,,49.8696,800,165.0,251.0,19.0,29.0
TAM,0.4,1.27,1.56,0.016,0.008,20.69,25.96,0.07,0.079,0.01,0.002,0.0004,0.048,,0.017,,49.8696,900,102.0,154.0,24.0,50.0
TAM,0.4,1.27,1.56,0.016,0.008,20.69,25.96,0.07,0.079,0.01,0.002,0.0004,0.048,,0.017,,49.8696,1000,71.0,100.0,32.0,62.0
TAN,0.35,1.19,1.64,0.02,0.007,20.91,25.57,0.13,0.073,0.01,0.002,0.0015,0.043,,0.01,,50.0435,25,270.0,570.0,24.0,16.0
TAN,0.35,1.19,1.64,0.02,0.007,20.91,25.57,0.13,0.073,0.01,0.002,0.0015,0.043,,0.01,,50.0435,100,240.0,555.0,29.0,28.0
TAN,0.35,1.19,1.64,0.02,0.007,20.91,25.57,0.13,0.073,0.01,0.002,0.0015,0.043,,0.01,,50.0435,200,196.0,495.0,29.0,29.0
TAN,0.35,1.19,1.64,0.02,0.007,20.91,25.57,0.13,0.073,0.01,0.002,0.0015,0.043,,0.01,,50.0435,300,191.0,491.0,30.0,16.0
TAN,0.35,1.19,1.64,0.02,0.007,20.91,25.57,0.13,0.073,0.01,0.002,0.0015,0.043,,0.01,,50.0435,400,208.0,508.0,33.0,30.0
TAN,0.35,1.19,1.64,0.02,0.007,20.91,25.57,0.13,0.073,0.01,0.002,0.0015,0.043,,0.01,,50.0435,500,168.0,474.0,29.0,26.0
TAN,0.35,1.19,1.64,0.02,0.007,20.91,25.57,0.13,0.073,0.01,0.002,0.0015,0.043,,0.01,,50.0435,550,,,,
TAN,0.35,1.19,1.64,0.02,0.007,20.91,25.57,0.13,0.073,0.01,0.002,0.0015,0.043,,0.01,,50.0435,600,177.0,430.0,28.0,28.0
TAN,0.35,1.19,1.64,0.02,0.007,20.91,25.57,0.13,0.073,0.01,0.002,0.0015,0.043,,0.01,,50.0435,650,,,,
TAN,0.35,1.19,1.64,0.02,0.007,20.91,25.57,0.13,0.073,0.01,0.002,0.0015,0.043,,0.01,,50.0435,700,191.0,375.0,15.0,20.0
TAN,0.35,1.19,1.64,0.02,0.007,20.91,25.57,0.13,0.073,0.01,0.002,0.0015,0.043,,0.01,,50.0435,750,239.0,330.0,16.0,28.0
TAN,0.35,1.19,1.64,0.02,0.007,20.91,25.57,0.13,0.073,0.01,0.002,0.0015,0.043,,0.01,,50.0435,800,154.0,241.0,18.0,33.0
TAN,0.35,1.19,1.64,0.02,0.007,20.91,25.57,0.13,0.073,0.01,0.002,0.0015,0.043,,0.01,,50.0435,900,98.0,152.0,18.0,28.0
TAN,0.35,1.19,1.64,0.02,0.007,20.91,25.57,0.13,0.073,0.01,0.002,0.0015,0.043,,0.01,,50.0435,1000,71.0,102.0,20.0,52.0
TAR,0.41,1.05,0.48,0.015,0.021,22.09,24.49,0.01,0.056,0.01,0.002,0.0007,0.063,,0.022,,51.2803,25,315.0,580.0,21.0,22.0
TAR,0.41,1.05,0.48,0.015,0.021,22.09,24.49,0.01,0.056,0.01,0.002,0.0007,0.063,,0.022,,51.2803,100,264.0,546.0,24.0,29.0
TAR,0.41,1.05,0.48,0.015,0.021,22.09,24.49,0.01,0.056,0.01,0.002,0.0007,0.063,,0.022,,51.2803,200,214.0,491.0,22.0,29.0
TAR,0.41,1.05,0.48,0.015,0.021,22.09,24.49,0.01,0.056,0.01,0.002,0.0007,0.063,,0.022,,51.2803,300,205.0,484.0,23.0,27.0
TAR,0.41,1.05,0.48,0.015,0.021,22.09,24.49,0.01,0.056,0.01,0.002,0.0007,0.063,,0.022,,51.2803,400,192.0,501.0,25.0,23.0
TAR,0.41,1.05,0.48,0.015,0.021,22.09,24.49,0.01,0.056,0.01,0.002,0.0007,0.063,,0.022,,51.2803,500,200.0,478.0,23.0,21.0
TAR,0.41,1.05,0.48,0.015,0.021,22.09,24.49,0.01,0.056,0.01,0.002,0.0007,0.063,,0.022,,51.2803,550,,,,
TAR,0.41,1.05,0.48,0.015,0.021,22.09,24.49,0.01,0.056,0.01,0.002,0.0007,0.063,,0.022,,51.2803,600,166.0,428.0,22.0,20.0
TAR,0.41,1.05,0.48,0.015,0.021,22.09,24.49,0.01,0.056,0.01,0.002,0.0007,0.063,,0.022,,51.2803,650,,,,
TAR,0.41,1.05,0.48,0.015,0.021,22.09,24.49,0.01,0.056,0.01,0.002,0.0007,0.063,,0.022,,51.2803,700,182.0,370.0,15.0,20.0
TAR,0.41,1.05,0.48,0.015,0.021,22.09,24.49,0.01,0.056,0.01,0.002,0.0007,0.063,,0.022,,51.2803,750,217.0,348.0,12.0,24.0
TAR,0.41,1.05,0.48,0.015,0.021,22.09,24.49,0.01,0.056,0.01,0.002,0.0007,0.063,,0.022,,51.2803,800,167.0,255.0,18.0,25.0
TAR,0.41,1.05,0.48,0.015,0.021,22.09,24.49,0.01,0.056,0.01,0.002,0.0007,0.063,,0.022,,51.2803,900,107.0,160.0,22.0,45.0
TAR,0.41,1.05,0.48,0.015,0.021,22.09,24.49,0.01,0.056,0.01,0.002,0.0007,0.063,,0.022,,51.2803,1000,74.0,106.0,32.0,38.0
TAS,0.41,0.99,0.53,0.015,0.025,22.32,25.42,0.01,0.05,0.01,0.002,0.0001,0.063,,0.027,,50.1279,25,260.0,550.0,22.0,21.0
TAS,0.41,0.99,0.53,0.015,0.025,22.32,25.42,0.01,0.05,0.01,0.002,0.0001,0.063,,0.027,,50.1279,100,228.0,529.0,24.0,23.0
TAS,0.41,0.99,0.53,0.015,0.025,22.32,25.42,0.01,0.05,0.01,0.002,0.0001,0.063,,0.027,,50.1279,200,187.0,463.0,24.0,24.0
TAS,0.41,0.99,0.53,0.015,0.025,22.32,25.42,0.01,0.05,0.01,0.002,0.0001,0.063,,0.027,,50.1279,300,189.0,431.0,20.0,20.0
TAS,0.41,0.99,0.53,0.015,0.025,22.32,25.42,0.01,0.05,0.01,0.002,0.0001,0.063,,0.027,,50.1279,400,186.0,480.0,26.0,23.0
TAS,0.41,0.99,0.53,0.015,0.025,22.32,25.42,0.01,0.05,0.01,0.002,0.0001,0.063,,0.027,,50.1279,500,163.0,450.0,27.0,24.0
TAS,0.41,0.99,0.53,0.015,0.025,22.32,25.42,0.01,0.05,0.01,0.002,0.0001,0.063,,0.027,,50.1279,550,,,,
TAS,0.41,0.99,0.53,0.015,0.025,22.32,25.42,0.01,0.05,0.01,0.002,0.0001,0.063,,0.027,,50.1279,600,161.0,419.0,26.0,27.0
TAS,0.41,0.99,0.53,0.015,0.025,22.32,25.42,0.01,0.05,0.01,0.002,0.0001,0.063,,0.027,,50.1279,650,,,,
TAS,0.41,0.99,0.53,0.015,0.025,22.32,25.42,0.01,0.05,0.01,0.002,0.0001,0.063,,0.027,,50.1279,700,166.0,352.0,17.0,18.0
TAS,0.41,0.99,0.53,0.015,0.025,22.32,25.42,0.01,0.05,0.01,0.002,0.0001,0.063,,0.027,,50.1279,750,223.0,329.0,10.0,23.0
TAS,0.41,0.99,0.53,0.015,0.025,22.32,25.42,0.01,0.05,0.01,0.002,0.0001,0.063,,0.027,,50.1279,800,168.0,241.0,15.0,31.0
TAS,0.41,0.99,0.53,0.015,0.025,22.32,25.42,0.01,0.05,0.01,0.002,0.0001,0.063,,0.027,,50.1279,900,96.0,153.0,20.0,33.0
TAS,0.41,0.99,0.53,0.015,0.025,22.32,25.42,0.01,0.05,0.01,0.002,0.0001,0.063,,0.027,,50.1279,1000,68.0,98.0,27.0,63.0
TEA,0.06,0.41,1.25,0.018,0.001,19.84,24.6,,,,,,0.272,,,0.46,53.089,25,307.0,711.0,53.0,76.0
TEA,0.06,0.41,1.25,0.018,0.001,19.84,24.6,,,,,,0.272,,,0.46,53.089,100,268.0,636.0,52.0,76.0
TEA,0.06,0.41,1.25,0.018,0.001,19.84,24.6,,,,,,0.272,,,0.46,53.089,200,196.0,577.0,52.0,75.0
TEA,0.06,0.41,1.25,0.018,0.001,19.84,24.6,,,,,,0.272,,,0.46,53.089,300,190.0,561.0,49.0,70.0
TEA,0.06,0.41,1.25,0.018,0.001,19.84,24.6,,,,,,0.272,,,0.46,53.089,400,188.0,562.0,49.0,69.0
TEA,0.06,0.41,1.25,0.018,0.001,19.84,24.6,,,,,,0.272,,,0.46,53.089,500,193.0,538.0,48.0,70.0
TEA,0.06,0.41,1.25,0.018,0.001,19.84,24.6,,,,,,0.272,,,0.46,53.089,550,187.0,518.0,50.0,66.0
TEA,0.06,0.41,1.25,0.018,0.001,19.84,24.6,,,,,,0.272,,,0.46,53.089,600,160.0,490.0,53.0,68.0
TEA,0.06,0.41,1.25,0.018,0.001,19.84,24.6,,,,,,0.272,,,0.46,53.089,650,171.0,470.0,50.0,63.0
TEA,0.06,0.41,1.25,0.018,0.001,19.84,24.6,,,,,,0.272,,,0.46,53.089,700,156.0,432.0,38.0,41.0
TEA,0.06,0.41,1.25,0.018,0.001,19.84,24.6,,,,,,0.272,,,0.46,53.089,750,159.0,387.0,24.0,24.0
TEA,0.06,0.41,1.25,0.018,0.001,19.84,24.6,,,,,,0.272,,,0.46,53.089,800,174.0,340.0,27.0,28.0
TEA,0.06,0.41,1.25,0.018,0.001,19.84,24.6,,,,,,0.272,,,0.46,53.089,900,,,,
TEA,0.06,0.41,1.25,0.018,0.001,19.84,24.6,,,,,,0.272,,,0.46,53.089,1000,,,,
TBA,0.48,0.83,1.01,0.009,0.005,34.47,25.64,0.06,0.03,0.0,0.0,,0.079,,0.45,0.0,36.937,25,245.0,490.0,10.0,13.0
TBA,0.48,0.83,1.01,0.009,0.005,34.47,25.64,0.06,0.03,0.0,0.0,,0.079,,0.45,0.0,36.937,100,,,,
TBA,0.48,0.83,1.01,0.009,0.005,34.47,25.64,0.06,0.03,0.0,0.0,,0.079,,0.45,0.0,36.937,200,188.0,437.0,15.0,19.0
TBA,0.48,0.83,1.01,0.009,0.005,34.47,25.64,0.06,0.03,0.0,0.0,,0.079,,0.45,0.0,36.937,300,,,,
TBA,0.48,0.83,1.01,0.009,0.005,34.47,25.64,0.06,0.03,0.0,0.0,,0.079,,0.45,0.0,36.937,400,160.0,418.0,18.0,16.0
TBA,0.48,0.83,1.01,0.009,0.005,34.47,25.64,0.06,0.03,0.0,0.0,,0.079,,0.45,0.0,36.937,500,164.0,393.0,15.0,17.0
TBA,0.48,0.83,1.01,0.009,0.005,34.47,25.64,0.06,0.03,0.0,0.0,,0.079,,0.45,0.0,36.937,550,,,,
TBA,0.48,0.83,1.01,0.009,0.005,34.47,25.64,0.06,0.03,0.0,0.0,,0.079,,0.45,0.0,36.937,600,143.0,369.0,18.0,21.0
TBA,0.48,0.83,1.01,0.009,0.005,34.47,25.64,0.06,0.03,0.0,0.0,,0.079,,0.45,0.0,36.937,650,,,,
TBA,0.48,0.83,1.01,0.009,0.005,34.47,25.64,0.06,0.03,0.0,0.0,,0.079,,0.45,0.0,36.937,700,175.0,364.0,15.0,14.0
TBA,0.48,0.83,1.01,0.009,0.005,34.47,25.64,0.06,0.03,0.0,0.0,,0.079,,0.45,0.0,36.937,750,192.0,321.0,15.0,30.0
TBA,0.48,0.83,1.01,0.009,0.005,34.47,25.64,0.06,0.03,0.0,0.0,,0.079,,0.45,0.0,36.937,800,158.0,258.0,18.0,18.0
TBA,0.48,0.83,1.01,0.009,0.005,34.47,25.64,0.06,0.03,0.0,0.0,,0.079,,0.45,0.0,36.937,900,92.0,151.0,32.0,61.0
TBA,0.48,0.83,1.01,0.009,0.005,34.47,25.64,0.06,0.03,0.0,0.0,,0.079,,0.45,0.0,36.937,1000,,,,
TBB,0.48,0.97,0.81,0.014,0.009,35.63,27.49,0.02,0.01,0.01,0.001,,0.062,,0.17,0.01,34.314,25,260.0,530.0,15.0,12.0
TBB,0.48,0.97,0.81,0.014,0.009,35.63,27.49,0.02,0.01,0.01,0.001,,0.062,,0.17,0.01,34.314,100,,,,
TBB,0.48,0.97,0.81,0.014,0.009,35.63,27.49,0.02,0.01,0.01,0.001,,0.062,,0.17,0.01,34.314,200,178.0,429.0,15.0,15.0
TBB,0.48,0.97,0.81,0.014,0.009,35.63,27.49,0.02,0.01,0.01,0.001,,0.062,,0.17,0.01,34.314,300,,,,
TBB,0.48,0.97,0.81,0.014,0.009,35.63,27.49,0.02,0.01,0.01,0.001,,0.062,,0.17,0.01,34.314,400,160.0,421.0,17.0,18.0
TBB,0.48,0.97,0.81,0.014,0.009,35.63,27.49,0.02,0.01,0.01,0.001,,0.062,,0.17,0.01,34.314,500,155.0,389.0,15.0,21.0
TBB,0.48,0.97,0.81,0.014,0.009,35.63,27.49,0.02,0.01,0.01,0.001,,0.062,,0.17,0.01,34.314,550,,,,
TBB,0.48,0.97,0.81,0.014,0.009,35.63,27.49,0.02,0.01,0.01,0.001,,0.062,,0.17,0.01,34.314,600,155.0,384.0,19.0,21.0
TBB,0.48,0.97,0.81,0.014,0.009,35.63,27.49,0.02,0.01,0.01,0.001,,0.062,,0.17,0.01,34.314,650,,,,
TBB,0.48,0.97,0.81,0.014,0.009,35.63,27.49,0.02,0.01,0.01,0.001,,0.062,,0.17,0.01,34.314,700,162.0,363.0,18.0,15.0
TBB,0.48,0.97,0.81,0.014,0.009,35.63,27.49,0.02,0.01,0.01,0.001,,0.062,,0.17,0.01,34.314,750,191.0,328.0,16.0,22.0
TBB,0.48,0.97,0.81,0.014,0.009,35.63,27.49,0.02,0.01,0.01,0.001,,0.062,,0.17,0.01,34.314,800,155.0,259.0,20.0,33.0
TBB,0.48,0.97,0.81,0.014,0.009,35.63,27.49,0.02,0.01,0.01,0.001,,0.062,,0.17,0.01,34.314,900,98.0,157.0,26.0,26.0
TBB,0.48,0.97,0.81,0.014,0.009,35.63,27.49,0.02,0.01,0.01,0.001,,0.062,,0.17,0.01,34.314,1000,,,,
TBC,0.42,0.82,1.02,0.01,0.018,34.4,24.75,0.02,0.04,0.0,0.004,,0.0503,,0.27,0.0,38.1777,25,250.0,510.0,16.0,16.0
TBC,0.42,0.82,1.02,0.01,0.018,34.4,24.75,0.02,0.04,0.0,0.004,,0.0503,,0.27,0.0,38.1777,100,,,,
TBC,0.42,0.82,1.02,0.01,0.018,34.4,24.75,0.02,0.04,0.0,0.004,,0.0503,,0.27,0.0,38.1777,200,168.0,442.0,20.0,22.0
TBC,0.42,0.82,1.02,0.01,0.018,34.4,24.75,0.02,0.04,0.0,0.004,,0.0503,,0.27,0.0,38.1777,300,,,,
TBC,0.42,0.82,1.02,0.01,0.018,34.4,24.75,0.02,0.04,0.0,0.004,,0.0503,,0.27,0.0,38.1777,400,155.0,450.0,24.0,21.0
TBC,0.42,0.82,1.02,0.01,0.018,34.4,24.75,0.02,0.04,0.0,0.004,,0.0503,,0.27,0.0,38.1777,500,150.0,431.0,25.0,20.0
TBC,0.42,0.82,1.02,0.01,0.018,34.4,24.75,0.02,0.04,0.0,0.004,,0.0503,,0.27,0.0,38.1777,550,,,,
TBC,0.42,0.82,1.02,0.01,0.018,34.4,24.75,0.02,0.04,0.0,0.004,,0.0503,,0.27,0.0,38.1777,600,152.0,397.0,21.0,27.0
TBC,0.42,0.82,1.02,0.01,0.018,34.4,24.75,0.02,0.04,0.0,0.004,,0.0503,,0.27,0.0,38.1777,650,,,,
TBC,0.42,0.82,1.02,0.01,0.018,34.4,24.75,0.02,0.04,0.0,0.004,,0.0503,,0.27,0.0,38.1777,700,192.0,350.0,13.0,7.0
TBC,0.42,0.82,1.02,0.01,0.018,34.4,24.75,0.02,0.04,0.0,0.004,,0.0503,,0.27,0.0,38.1777,750,198.0,323.0,15.0,30.0
TBC,0.42,0.82,1.02,0.01,0.018,34.4,24.75,0.02,0.04,0.0,0.004,,0.0503,,0.27,0.0,38.1777,800,172.0,261.0,15.0,18.0
TBC,0.42,0.82,1.02,0.01,0.018,34.4,24.75,0.02,0.04,0.0,0.004,,0.0503,,0.27,0.0,38.1777,900,100.0,160.0,24.0,39.0
TBC,0.42,0.82,1.02,0.01,0.018,34.4,24.75,0.02,0.04,0.0,0.004,,0.0503,,0.27,0.0,38.1777,1000,,,,
TBD,0.52,1.61,1.3,0.028,0.012,34.9,24.9,0.06,0.07,0.0,0.07,,0.042,,0.17,0.07,36.248,25,280.0,520.0,93.0,11.0
TBD,0.52,1.61,1.3,0.028,0.012,34.9,24.9,0.06,0.07,0.0,0.07,,0.042,,0.17,0.07,36.248,100,,,,
TBD,0.52,1.61,1.3,0.028,0.012,34.9,24.9,0.06,0.07,0.0,0.07,,0.042,,0.17,0.07,36.248,200,192.0,452.0,12.0,13.0
TBD,0.52,1.61,1.3,0.028,0.012,34.9,24.9,0.06,0.07,0.0,0.07,,0.042,,0.17,0.07,36.248,300,,,,
TBD,0.52,1.61,1.3,0.028,0.012,34.9,24.9,0.06,0.07,0.0,0.07,,0.042,,0.17,0.07,36.248,400,182.0,446.0,13.0,15.0
TBD,0.52,1.61,1.3,0.028,0.012,34.9,24.9,0.06,0.07,0.0,0.07,,0.042,,0.17,0.07,36.248,500,183.0,440.0,15.0,18.0
TBD,0.52,1.61,1.3,0.028,0.012,34.9,24.9,0.06,0.07,0.0,0.07,,0.042,,0.17,0.07,36.248,550,,,,
TBD,0.52,1.61,1.3,0.028,0.012,34.9,24.9,0.06,0.07,0.0,0.07,,0.042,,0.17,0.07,36.248,600,159.0,395.0,14.0,15.0
TBD,0.52,1.61,1.3,0.028,0.012,34.9,24.9,0.06,0.07,0.0,0.07,,0.042,,0.17,0.07,36.248,650,,,,
TBD,0.52,1.61,1.3,0.028,0.012,34.9,24.9,0.06,0.07,0.0,0.07,,0.042,,0.17,0.07,36.248,700,178.0,361.0,11.0,16.0
TBD,0.52,1.61,1.3,0.028,0.012,34.9,24.9,0.06,0.07,0.0,0.07,,0.042,,0.17,0.07,36.248,750,171.0,317.0,15.0,20.0
TBD,0.52,1.61,1.3,0.028,0.012,34.9,24.9,0.06,0.07,0.0,0.07,,0.042,,0.17,0.07,36.248,800,147.0,249.0,20.0,29.0
TBD,0.52,1.61,1.3,0.028,0.012,34.9,24.9,0.06,0.07,0.0,0.07,,0.042,,0.17,0.07,36.248,900,92.0,154.0,36.0,45.0
TBD,0.52,1.61,1.3,0.028,0.012,34.9,24.9,0.06,0.07,0.0,0.07,,0.042,,0.17,0.07,36.248,1000,,,,
TBE,0.43,1.62,1.44,0.012,0.008,35.2,26.28,0.0,0.01,0.0,0.04,,0.05,,0.42,0.0,34.49,25,245.0,540.0,18.0,17.0
TBE,0.43,1.62,1.44,0.012,0.008,35.2,26.28,0.0,0.01,0.0,0.04,,0.05,,0.42,0.0,34.49,100,,,,
TBE,0.43,1.62,1.44,0.012,0.008,35.2,26.28,0.0,0.01,0.0,0.04,,0.05,,0.42,0.0,34.49,200,172.0,438.0,17.0,18.0
TBE,0.43,1.62,1.44,0.012,0.008,35.2,26.28,0.0,0.01,0.0,0.04,,0.05,,0.42,0.0,34.49,300,,,,
TBE,0.43,1.62,1.44,0.012,0.008,35.2,26.28,0.0,0.01,0.0,0.04,,0.05,,0.42,0.0,34.49,400,166.0,444.0,22.0,27.0
TBE,0.43,1.62,1.44,0.012,0.008,35.2,26.28,0.0,0.01,0.0,0.04,,0.05,,0.42,0.0,34.49,500,160.0,405.0,21.0,22.0
TBE,0.43,1.62,1.44,0.012,0.008,35.2,26.28,0.0,0.01,0.0,0.04,,0.05,,0.42,0.0,34.49,550,,,,
TBE,0.43,1.62,1.44,0.012,0.008,35.2,26.28,0.0,0.01,0.0,0.04,,0.05,,0.42,0.0,34.49,600,151.0,363.0,19.0,22.0
TBE,0.43,1.62,1.44,0.012,0.008,35.2,26.28,0.0,0.01,0.0,0.04,,0.05,,0.42,0.0,34.49,650,,,,
TBE,0.43,1.62,1.44,0.012,0.008,35.2,26.28,0.0,0.01,0.0,0.04,,0.05,,0.42,0.0,34.49,700,169.0,335.0,15.0,12.0
TBE,0.43,1.62,1.44,0.012,0.008,35.2,26.28,0.0,0.01,0.0,0.04,,0.05,,0.42,0.0,34.49,750,185.0,315.0,16.0,23.0
TBE,0.43,1.62,1.44,0.012,0.008,35.2,26.28,0.0,0.01,0.0,0.04,,0.05,,0.42,0.0,34.49,800,137.0,234.0,26.0,36.0
TBE,0.43,1.62,1.44,0.012,0.008,35.2,26.28,0.0,0.01,0.0,0.04,,0.05,,0.42,0.0,34.49,900,84.0,142.0,33.0,54.0
TBE,0.43,1.62,1.44,0.012,0.008,35.2,26.28,0.0,0.01,0.0,0.04,,0.05,,0.42,0.0,34.49,1000,,,,
TBF,0.47,0.9,0.97,0.008,0.009,35.02,26.11,0.03,0.02,0.02,0.004,,0.064,,0.18,0.02,36.175,25,255.0,540.0,17.0,25.0
TBF,0.47,0.9,0.97,0.008,0.009,35.02,26.11,0.03,0.02,0.02,0.004,,0.064,,0.18,0.02,36.175,100,,,,
TBF,0.47,0.9,0.97,0.008,0.009,35.02,26.11,0.03,0.02,0.02,0.004,,0.064,,0.18,0.02,36.175,200,186.0,457.0,18.0,19.0
TBF,0.47,0.9,0.97,0.008,0.009,35.02,26.11,0.03,0.02,0.02,0.004,,0.064,,0.18,0.02,36.175,300,,,,
TBF,0.47,0.9,0.97,0.008,0.009,35.02,26.11,0.03,0.02,0.02,0.004,,0.064,,0.18,0.02,36.175,400,171.0,444.0,23.0,20.0
TBF,0.47,0.9,0.97,0.008,0.009,35.02,26.11,0.03,0.02,0.02,0.004,,0.064,,0.18,0.02,36.175,500,151.0,438.0,23.0,27.0
TBF,0.47,0.9,0.97,0.008,0.009,35.02,26.11,0.03,0.02,0.02,0.004,,0.064,,0.18,0.02,36.175,550,,,,
TBF,0.47,0.9,0.97,0.008,0.009,35.02,26.11,0.03,0.02,0.02,0.004,,0.064,,0.18,0.02,36.175,600,151.0,400.0,22.0,21.0
TBF,0.47,0.9,0.97,0.008,0.009,35.02,26.11,0.03,0.02,0.02,0.004,,0.064,,0.18,0.02,36.175,650,,,,
TBF,0.47,0.9,0.97,0.008,0.009,35.02,26.11,0.03,0.02,0.02,0.004,,0.064,,0.18,0.02,36.175,700,159.0,360.0,18.0,11.0
TBF,0.47,0.9,0.97,0.008,0.009,35.02,26.11,0.03,0.02,0.02,0.004,,0.064,,0.18,0.02,36.175,750,206.0,326.0,14.0,24.0
TBF,0.47,0.9,0.97,0.008,0.009,35.02,26.11,0.03,0.02,0.02,0.004,,0.064,,0.18,0.02,36.175,800,167.0,254.0,24.0,20.0
TBF,0.47,0.9,0.97,0.008,0.009,35.02,26.11,0.03,0.02,0.02,0.004,,0.064,,0.18,0.02,36.175,900,103.0,160.0,28.0,40.0
TBF,0.47,0.9,0.97,0.008,0.009,35.02,26.11,0.03,0.02,0.02,0.004,,0.064,,0.18,0.02,36.175,1000,,,,
